Depot,Route
0,"[[6, 84888, 84889, 84889, 84888, 84956, 84916, 84916, 85029, 85029, 84956, 85033, 85033, 6], [6, 84921, 84904, 84904, 84921, 84941, 84941, 84964, 84959, 84973, 84964, 84959, 85058, 85058, 84973, 85099, 85099, 85125, 85125, 85121, 85121, 85200, 85200, 84990, 84990, 6], [6, 85009, 85009, 85022, 85022, 85064, 85064, 85078, 85078, 85155, 85177, 85155, 85177, 85000, 85000, 85204, 85204, 6], [6, 84884, 84898, 84884, 84927, 84927, 84898, 84983, 84983, 85082, 85084, 85067, 85067, 85082, 85084, 85051, 85051, 85127, 85127, 6], [6, 84979, 85008, 84974, 85008, 84974, 84979, 85037, 85037, 6], [6, 84890, 84885, 84885, 84890, 84915, 84915, 85015, 85015, 85031, 85031, 6], [6, 85017, 85021, 85021, 85017, 85090, 85115, 85090, 85115, 85147, 85157, 85147, 85157, 85163, 85163, 6], [6, 84980, 85063, 84980, 85032, 85032, 85063, 85069, 85069, 85139, 85151, 85171, 85139, 85171, 85207, 85207, 85151, 85205, 85205, 85252, 85248, 85247, 85241, 85241, 85252, 85248, 85247, 6], [6, 85077, 85074, 85094, 85077, 85094, 85074, 6], [6, 85016, 85020, 85013, 85016, 85013, 85020, 85088, 85088, 85134, 85134, 85165, 85165, 85164, 85164, 85211, 85210, 85210, 85211, 85245, 85251, 85251, 85245, 6], [6, 84997, 84997, 84989, 84989, 84993, 85083, 85083, 85066, 85066, 84993, 85142, 85133, 85142, 85133, 85130, 85130, 85198, 85215, 85215, 85198, 85203, 85203, 6], [6, 85050, 85076, 85076, 85050, 85101, 85065, 85065, 85101, 85167, 85167, 85209, 85197, 85209, 85197, 6], [6, 84893, 84891, 84914, 84914, 84893, 84891, 84910, 84967, 84984, 84910, 84967, 84984, 84937, 84937, 85072, 85061, 85072, 85061, 85098, 85144, 85098, 85193, 85193, 85144, 6], [6, 84982, 84982, 85086, 85062, 85062, 85086, 85113, 85113, 85106, 85106, 85206, 84996, 84996, 85206, 6], [6, 85080, 85080, 85079, 85079, 85132, 85119, 85119, 85132, 85201, 84987, 85201, 84987, 6], [6, 85038, 84992, 85038, 84992, 85108, 85108, 85145, 85145, 85196, 85196, 85182, 85182, 6], [6, 85027, 85027, 85146, 85146, 85135, 85135, 85141, 85141, 85183, 85183, 85238, 85249, 85249, 85238, 6], [6, 85096, 85096, 85173, 85202, 85173, 85202, 85226, 85226, 6], [6, 84929, 84929, 84966, 84970, 84925, 84966, 84970, 84925, 6], [6, 84896, 84903, 84896, 84924, 84924, 84920, 84907, 84907, 84920, 84903, 6], [6, 84968, 84917, 84968, 84917, 6], [6, 84886, 84887, 84887, 84886, 84932, 84932, 84935, 84936, 84935, 84936, 84857, 84857, 6]]"
1,[]
