Depot,Route
0,"[[22, 70660, 70656, 70660, 70656, 22], [22, 70662, 70666, 70666, 70662, 70840, 70835, 70830, 70840, 70835, 70830, 22]]"
1,"[[6, 70664, 70658, 70670, 70658, 70664, 70670, 70816, 70812, 70816, 70838, 70812, 70838, 6], [6, 70650, 70671, 70653, 70651, 70650, 70671, 70651, 70653, 70822, 70818, 70822, 70818, 6]]"
