Depot,Route
0,"[[6, 84884, 84884, 84935, 84935, 84968, 84989, 85029, 84968, 85029, 84989, 84993, 84980, 84980, 84993, 85078, 85078, 85142, 85142, 85193, 85193, 84987, 84987, 85200, 85200, 6], [6, 84889, 84889, 84915, 84915, 84967, 84967, 84974, 84974, 85038, 85096, 85096, 85094, 85038, 85101, 85101, 85155, 85094, 85155, 85177, 85177, 85209, 85209, 85205, 85205, 85241, 85241, 85251, 85252, 85248, 85251, 85252, 85248, 6], [6, 84925, 84973, 84925, 84973, 85031, 85031, 85065, 85063, 85065, 85061, 85061, 85063, 85106, 85106, 85157, 85157, 6], [6, 84898, 84898, 84929, 84929, 84927, 84936, 84936, 84927, 84982, 85008, 85008, 84982, 85079, 85099, 85099, 85079, 85167, 85167, 85121, 85121, 85196, 85196, 85210, 85210, 6], [6, 84896, 84904, 84904, 84896, 84932, 84932, 84964, 85016, 84992, 84964, 85027, 85027, 85016, 84992, 85051, 85051, 85080, 85080, 6], [6, 84887, 84924, 84924, 84887, 85013, 85058, 85058, 85013, 85164, 85164, 85141, 85141, 85197, 85197, 85226, 85226, 84996, 84996, 6], [6, 85022, 85020, 84959, 84959, 85020, 85022, 85069, 85088, 85088, 85069, 85134, 85134, 85127, 85127, 84857, 85202, 85202, 84857, 85238, 85238, 6], [6, 84888, 84888, 84910, 84910, 84997, 84997, 84966, 84979, 84966, 84979, 85062, 85074, 85066, 85066, 85074, 85062, 85119, 85119, 85130, 85130, 85182, 85173, 85173, 85182, 6], [6, 84941, 84970, 84970, 84941, 85082, 85125, 85125, 85082, 85183, 85183, 85203, 85203, 85206, 85215, 85215, 85206, 6], [6, 84891, 84893, 84914, 84914, 84893, 84891, 84984, 84984, 85017, 85072, 85017, 85067, 85098, 85098, 85067, 85072, 85139, 85139, 85165, 85163, 85165, 85163, 85201, 85201, 6], [6, 85084, 85032, 85083, 85084, 85032, 85083, 85145, 85132, 85132, 85145, 84990, 84990, 85198, 85198, 6], [6, 85147, 85147, 85144, 85204, 85144, 85207, 85207, 85204, 85211, 85245, 85211, 85245, 85247, 85247, 85249, 85249, 6], [6, 84886, 84886, 84983, 84983, 85086, 85077, 85113, 85086, 85133, 85077, 85151, 85113, 85171, 85133, 85171, 85151, 6], [6, 84956, 84956, 85000, 85000, 6]]"
1,"[[22, 84903, 84917, 84921, 84917, 84903, 84937, 84907, 84907, 84937, 84921, 22], [22, 84920, 84920, 85021, 85009, 85021, 85009, 85033, 85033, 85090, 85115, 85108, 85108, 85115, 85090, 22], [22, 84885, 84890, 84885, 84890, 84916, 84916, 85015, 85015, 85037, 85050, 85050, 85076, 85076, 85037, 85064, 85064, 22], [22, 85135, 85135, 85146, 85146, 22]]"
