Depot,Route
0,"[[22, 70653, 70653, 70651, 70651, 22], [22, 70671, 70671, 70816, 70816, 70812, 70812, 22], [22, 70658, 70664, 70670, 70658, 70664, 70670, 70818, 70822, 70822, 70818, 22], [22, 70838, 70830, 70840, 70835, 70838, 70840, 70830, 70835, 22]]"
1,"[[6, 70666, 70650, 70666, 70650, 6], [6, 70660, 70662, 70656, 70660, 70656, 70662, 6]]"
