Depot,Route
0,"[[22, 70650, 70664, 70670, 70650, 70664, 70670, 70816, 70822, 70812, 70822, 70816, 70812, 22], [22, 70838, 70835, 70830, 70840, 70838, 70835, 70830, 70840, 22]]"
1,"[[6, 70660, 70656, 70666, 70662, 70660, 70656, 70666, 70662, 6], [6, 70671, 70651, 70658, 70671, 70651, 70658, 70818, 70818, 6], [6, 70653, 70653, 6]]"
