Depot,Route
0,"[[22, 70656, 70650, 70660, 70650, 70656, 70660, 22], [22, 70662, 70666, 70666, 70662, 22], [22, 70835, 70830, 70835, 70830, 22]]"
1,"[[6, 70653, 70664, 70671, 70658, 70671, 70653, 70658, 70664, 70812, 70838, 70840, 70838, 70840, 70812, 6], [6, 70651, 70670, 70651, 70670, 70818, 70822, 70816, 70822, 70818, 70816, 6]]"
