Depot,Route,Vehicle
0,"[[0, 22, 79, 25, 74, 98, 98, 22, 25, 74, 53, 53, 79, 0], [0, 18, 38, 28, 64, 28, 23, 38, 18, 23, 64, 0], [0, 19, 21, 101, 61, 101, 45, 61, 19, 45, 21, 0], [0, 26, 17, 17, 105, 105, 73, 13, 73, 60, 26, 60, 13, 0], [0, 24, 42, 24, 97, 37, 42, 37, 70, 70, 14, 14, 97, 0], [0, 76, 76, 106, 106, 57, 92, 57, 92, 0], [0, 49, 49, 66, 93, 66, 33, 33, 30, 87, 93, 87, 30, 0], [0, 47, 7, 16, 47, 16, 43, 7, 85, 85, 43, 0], [0, 71, 48, 48, 50, 50, 71, 90, 34, 34, 90, 0], [0, 52, 52, 40, 56, 94, 94, 56, 40, 0], [0, 29, 104, 54, 44, 83, 29, 44, 54, 83, 104, 0], [0, 36, 99, 62, 99, 12, 2, 2, 62, 12, 36, 78, 78, 0], [0, 72, 5, 10, 77, 10, 5, 77, 103, 103, 31, 72, 31, 0], [0, 100, 3, 69, 8, 8, 69, 3, 100, 89, 89, 0], [0, 59, 84, 11, 59, 11, 6, 84, 6, 0], [0, 82, 35, 35, 82, 20, 96, 15, 91, 91, 96, 80, 80, 20, 15, 0], [0, 27, 81, 39, 88, 81, 68, 63, 63, 27, 68, 39, 88, 0], [0, 102, 102, 55, 95, 95, 41, 55, 41, 0], [0, 75, 86, 86, 32, 32, 75, 1, 9, 1, 9, 46, 46, 0], [0, 51, 51, 65, 65, 67, 58, 67, 4, 58, 4, 0]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
