Depot,Route
0,"[[22, 70651, 70653, 70671, 70653, 70651, 70671, 70662, 70666, 70666, 70662, 22], [22, 70835, 70840, 70830, 70838, 70835, 70830, 70840, 70838, 22]]"
1,"[[6, 70660, 70650, 70656, 70650, 70660, 70656, 6], [6, 70664, 70670, 70658, 70658, 70664, 70670, 70812, 70818, 70822, 70816, 70822, 70818, 70812, 70816, 6]]"
