Depot,Route
0,"[[22, 70656, 70656, 70662, 70660, 70666, 70660, 70666, 70662, 22], [22, 70650, 70653, 70670, 70650, 70653, 70670, 70835, 70840, 70830, 70840, 70835, 70830, 22]]"
1,"[[6, 70651, 70658, 70671, 70664, 70671, 70651, 70658, 70664, 70818, 70816, 70812, 70818, 70816, 70838, 70838, 70812, 6], [6, 70822, 70822, 6]]"
