Depot,Route,Vehicle
0,"[[6, 84970, 84973, 84970, 84973, 84956, 85031, 85031, 84956, 85067, 85072, 85067, 85072, 85098, 85101, 85098, 85113, 85141, 85113, 85171, 85101, 85171, 85141, 6], [6, 85134, 85134, 6], [6, 85037, 85037, 6], [6, 85008, 85008, 85033, 85080, 85080, 85033, 85077, 85082, 85077, 85082, 85147, 85155, 85151, 85155, 85164, 85196, 85196, 85147, 85164, 85151, 6], [6, 85248, 85248, 6], [6, 85206, 85206, 6], [6, 84885, 84885, 84916, 84916, 84964, 84959, 84989, 84989, 84964, 84959, 85058, 85058, 85069, 85086, 85086, 85069, 85027, 85027, 85106, 85106, 85144, 85204, 85144, 85204, 85210, 85193, 85193, 85207, 85207, 85210, 6], [6, 85022, 84980, 85013, 85013, 85022, 84979, 84979, 84980, 85084, 85083, 85084, 85066, 85066, 85083, 85127, 85127, 85167, 85167, 85165, 85165, 84987, 84990, 84990, 84987, 85209, 85245, 85226, 85209, 85226, 85252, 85252, 85245, 6], [6, 85139, 85139, 6], [6, 85211, 85211, 6], [6, 85032, 85032, 6], [6, 85000, 85000, 6], [6, 84891, 84893, 84893, 84891, 84910, 84910, 84967, 84984, 84967, 84984, 84982, 84974, 84982, 84974, 84983, 84983, 6], [6, 85050, 85050, 6], [6, 85088, 85088, 6], [6, 84914, 84941, 84914, 85015, 85015, 84941, 84993, 85074, 85074, 85051, 85051, 84993, 85133, 85133, 85157, 85177, 85183, 85157, 85183, 85177, 85200, 85238, 85200, 85241, 85241, 85238, 6], [6, 84968, 84966, 84925, 84966, 84925, 84968, 84997, 85021, 85021, 84997, 85017, 85017, 85099, 85099, 85119, 85119, 85094, 85094, 85145, 85145, 6], [6, 85203, 85203, 6], [6, 85251, 85251, 6], [6, 84886, 84887, 84887, 84886, 84927, 84927, 84929, 84929, 84917, 84917, 84992, 85016, 85038, 84992, 85016, 85115, 85038, 85132, 85115, 85132, 85205, 85205, 84996, 84996, 6], [6, 85249, 85249, 6], [6, 84924, 84921, 84904, 84904, 84924, 84907, 84920, 84907, 84921, 84920, 85009, 84937, 84937, 85009, 85029, 85065, 85029, 85065, 85064, 85064, 85130, 85130, 85125, 85125, 6], [6, 85063, 85063, 85096, 85078, 85096, 85078, 85079, 85142, 85079, 85142, 85121, 85121, 6], [6, 85197, 85197, 6], [6, 84903, 84896, 84896, 84903, 84915, 84915, 85076, 85076, 85090, 85108, 85146, 85146, 85108, 85090, 85061, 85061, 85182, 85182, 85163, 85173, 85173, 85201, 85201, 85163, 6], [6, 85247, 85247, 6], [6, 84884, 84898, 84898, 84884, 84932, 84932, 84936, 84935, 84936, 84935, 85062, 85062, 85215, 85215, 6], [6, 85198, 85198, 6], [6, 85202, 85202, 6], [6, 84890, 84890, 6], [6, 84889, 84889, 6], [6, 84888, 84888, 6], [6, 84857, 84857, 6]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1,"[[22, 85135, 85135, 22], [22, 85020, 85020, 22]]","[1, 1]"
