Depot,Route
0,"[[22, 70670, 70653, 70670, 70653, 22], [22, 70650, 70660, 70660, 70650, 70662, 70662, 22], [22, 70838, 70830, 70838, 70830, 22], [22, 70840, 70840, 22]]"
1,"[[6, 70664, 70671, 70658, 70651, 70671, 70651, 70658, 70664, 70812, 70816, 70835, 70812, 70816, 70835, 6], [6, 70666, 70656, 70666, 70656, 6], [6, 70818, 70822, 70818, 70822, 6]]"
