Depot,Route
0,"[[22, 70662, 70662, 22], [22, 70653, 70664, 70658, 70653, 70664, 70658, 22], [22, 70671, 70670, 70651, 70671, 70651, 70670, 70816, 70818, 70812, 70818, 70816, 70812, 22], [22, 70835, 70840, 70830, 70838, 70835, 70830, 70840, 70838, 22]]"
1,"[[6, 70666, 70666, 6], [6, 70650, 70660, 70656, 70650, 70656, 70660, 6], [6, 70822, 70822, 6]]"
