Depot,Route
0,"[[22, 70650, 70656, 70660, 70656, 70660, 70650, 22], [22, 70658, 70658, 70816, 70816, 22], [22, 70671, 70651, 70671, 70651, 70818, 70822, 70812, 70822, 70818, 70812, 22], [22, 70662, 70666, 70666, 70662, 70840, 70830, 70838, 70835, 70838, 70840, 70830, 70835, 22]]"
1,"[[6, 70653, 70653, 6], [6, 70670, 70664, 70670, 70664, 6]]"
