Depot,Route
0,"[[22, 70662, 70666, 70656, 70656, 70666, 70662, 22], [22, 70838, 70830, 70840, 70835, 70838, 70840, 70830, 70835, 22]]"
1,"[[6, 70670, 70670, 6], [6, 70651, 70671, 70660, 70650, 70660, 70650, 70671, 70651, 6], [6, 70658, 70653, 70664, 70653, 70658, 70664, 6], [6, 70816, 70822, 70812, 70822, 70816, 70812, 6], [6, 70818, 70818, 6]]"
