Depot,Route
0,"[[22, 70656, 70660, 70656, 70660, 22], [22, 70671, 70671, 22], [22, 70838, 70840, 70830, 70835, 70838, 70840, 70830, 70835, 22], [22, 70822, 70818, 70822, 70818, 22], [22, 70651, 70670, 70651, 70670, 70812, 70816, 70816, 70812, 22]]"
1,"[[6, 70662, 70666, 70666, 70662, 6], [6, 70658, 70653, 70664, 70650, 70650, 70653, 70658, 70664, 6]]"
