Depot,Route
0,"[[22, 70660, 70650, 70656, 70650, 70660, 70656, 22], [22, 70662, 70666, 70666, 70662, 70830, 70840, 70835, 70838, 70838, 70840, 70830, 70835, 22]]"
1,"[[6, 70653, 70670, 70658, 70653, 70658, 70670, 70822, 70822, 6], [6, 70664, 70671, 70651, 70671, 70651, 70664, 70818, 70816, 70812, 70818, 70816, 70812, 6]]"
