Depot,Route
0,"[[22, 70660, 70650, 70653, 70658, 70660, 70650, 70653, 70658, 70816, 70818, 70812, 70818, 70816, 70812, 22]]"
1,"[[6, 70671, 70671, 70662, 70656, 70666, 70656, 70666, 70662, 70830, 70840, 70838, 70835, 70838, 70840, 70830, 70835, 6], [6, 70664, 70651, 70670, 70651, 70664, 70670, 70822, 70822, 6]]"
