Depot,Route
0,"[[22, 70660, 70650, 70656, 70650, 70660, 70656, 22]]"
1,"[[6, 70664, 70651, 70670, 70651, 70664, 70670, 70818, 70816, 70812, 70818, 70816, 70812, 6], [6, 70653, 70671, 70658, 70671, 70653, 70658, 6], [6, 70662, 70666, 70666, 70662, 6], [6, 70830, 70835, 70838, 70838, 70840, 70840, 70830, 70835, 6], [6, 70822, 70822, 6]]"
