Depot,Route,Vehicle
0,"[[22, 70662, 70666, 70666, 70662, 22], [22, 70650, 70650, 70651, 70658, 70651, 70658, 70816, 70812, 70816, 70838, 70838, 70812, 22], [22, 70671, 70671, 70656, 70660, 70660, 70656, 22], [22, 70830, 70840, 70835, 70840, 70830, 70835, 22]]","[1, 1, 1, 1]"
1,"[[6, 70653, 70664, 70670, 70653, 70664, 70670, 70818, 70822, 70822, 70818, 6]]",[1]
