Depot,Route
0,"[[22, 70666, 70662, 70666, 70662, 22], [22, 70650, 70664, 70670, 70650, 70664, 70670, 70818, 70816, 70812, 70818, 70816, 70812, 22], [22, 70835, 70822, 70822, 70835, 22], [22, 70830, 70840, 70838, 70830, 70840, 70838, 22]]"
1,"[[6, 70656, 70660, 70656, 70660, 6], [6, 70651, 70653, 70671, 70658, 70671, 70651, 70653, 70658, 6]]"
