Depot,Route
0,"[[22, 70840, 70840, 70651, 70651, 22], [22, 70660, 70656, 70650, 70656, 70660, 70650, 22], [22, 70671, 70670, 70671, 70670, 70812, 70838, 70830, 70830, 70838, 70812, 22], [22, 70662, 70666, 70666, 70662, 70835, 70822, 70822, 70835, 22]]"
1,"[[6, 70653, 70658, 70664, 70653, 70658, 70664, 6], [6, 70818, 70816, 70818, 70816, 6]]"
