Depot,Route
0,"[[22, 70650, 70660, 70656, 70671, 70671, 70650, 70660, 70656, 22], [22, 70670, 70670, 70662, 70666, 70666, 70662, 70835, 70818, 70818, 70835, 22], [22, 70838, 70812, 70812, 70838, 22]]"
1,"[[6, 70658, 70653, 70664, 70651, 70651, 70653, 70658, 70664, 70816, 70840, 70830, 70840, 70830, 70816, 6], [6, 70822, 70822, 6]]"
