Depot,Route
0,"[[22, 70660, 70656, 70650, 70650, 70660, 70656, 22], [22, 70840, 70840, 22]]"
1,"[[6, 70671, 70651, 70670, 70671, 70651, 70670, 6], [6, 70653, 70664, 70658, 70653, 70658, 70664, 70818, 70816, 70812, 70818, 70816, 70838, 70838, 70812, 6], [6, 70662, 70666, 70666, 70662, 70835, 70830, 70830, 70835, 70822, 70822, 6]]"
