Depot,Route
0,"[[22, 70656, 70653, 70660, 70656, 70660, 70653, 70662, 70662, 70838, 70835, 70838, 70835, 22], [22, 70671, 70671, 22]]"
1,"[[6, 70664, 70658, 70650, 70650, 70658, 70664, 70812, 70816, 70818, 70812, 70816, 70818, 6], [6, 70670, 70651, 70651, 70670, 70666, 70666, 70840, 70830, 70840, 70830, 70822, 70822, 6]]"
