Depot,Route
0,"[[22, 70664, 70651, 70670, 70651, 70664, 70670, 70822, 70816, 70812, 70822, 70816, 70812, 22], [22, 70660, 70656, 70660, 70656, 22], [22, 70658, 70653, 70653, 70658, 22]]"
1,"[[6, 70650, 70662, 70662, 70650, 6], [6, 70671, 70666, 70666, 70671, 6], [6, 70830, 70840, 70835, 70838, 70835, 70830, 70840, 70838, 6], [6, 70818, 70818, 6]]"
