Depot,Route,Vehicle
0,"[[6, 84889, 84889, 84907, 84937, 84907, 84937, 6], [6, 84964, 84941, 84916, 84964, 84941, 84916, 84992, 85013, 84992, 85013, 84993, 85065, 85065, 84993, 85125, 85125, 85144, 85144, 85167, 85163, 85163, 85167, 6], [6, 85249, 85249, 6], [6, 84884, 84970, 84970, 84959, 84959, 84884, 84932, 84932, 84935, 84936, 84936, 84935, 84989, 84989, 85062, 85066, 85078, 85078, 85062, 85133, 85133, 85066, 85171, 85171, 85121, 85121, 6], [6, 84979, 84973, 84973, 85015, 85015, 84979, 85082, 85082, 85027, 85027, 85094, 85141, 85141, 85173, 85094, 85173, 85177, 85177, 84987, 84996, 85201, 84996, 85201, 84987, 85245, 85252, 85247, 85245, 85252, 85247, 6], [6, 85069, 85069, 85101, 85101, 85083, 85083, 85142, 85183, 85183, 85142, 6], [6, 85211, 85211, 6], [6, 85088, 85088, 6], [6, 84886, 84886, 6], [6, 85134, 85134, 6], [6, 84898, 84898, 84903, 84921, 84903, 85009, 84921, 85009, 84983, 84983, 85106, 85106, 85079, 85074, 85079, 85074, 85151, 85130, 85130, 85206, 85151, 85203, 85203, 85206, 6], [6, 85248, 85248, 6], [6, 84857, 84857, 6], [6, 84896, 84896, 85076, 85076, 85072, 85061, 85061, 85072, 85090, 85108, 85090, 85108, 85196, 85196, 85207, 85207, 85210, 85182, 85182, 84990, 84990, 85210, 6], [6, 85119, 85119, 6], [6, 85197, 85197, 6], [6, 85050, 85050, 6], [6, 85038, 85038, 6], [6, 85037, 85037, 6], [6, 84917, 84917, 85064, 85064, 85063, 85051, 85096, 85051, 85063, 85096, 85147, 85147, 85204, 85204, 85209, 85193, 85193, 85241, 85241, 85209, 6], [6, 85145, 85145, 6], [6, 85029, 85031, 85031, 85067, 85016, 85016, 85029, 85067, 85099, 85099, 85113, 85157, 85113, 85165, 85165, 85157, 85200, 85200, 6], [6, 84890, 84925, 84925, 84887, 84890, 84887, 84929, 84904, 84904, 84929, 6], [6, 85000, 85000, 6], [6, 85251, 85251, 6], [6, 84891, 84914, 84914, 84891, 84966, 84966, 85022, 85022, 85008, 85008, 85033, 85033, 85086, 85077, 85077, 85098, 85086, 85098, 85202, 85202, 85215, 85198, 85215, 85198, 6], [6, 84888, 84888, 84927, 84927, 6], [6, 84924, 84924, 85058, 85058, 85132, 85164, 85164, 85132, 85127, 85127, 85238, 85238, 6], [6, 84885, 84885, 6], [6, 85139, 85139, 6]]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1]"
1,"[[22, 84956, 84956, 84980, 84982, 84974, 84982, 84974, 84980, 85084, 85084, 85115, 85080, 85080, 85155, 85155, 85115, 22], [22, 84893, 84893, 84910, 84910, 84920, 84920, 84997, 84984, 84984, 84997, 22], [22, 85021, 85021, 22], [22, 85017, 85017, 22], [22, 84968, 84915, 84967, 84967, 84968, 84915, 85020, 85032, 85032, 85020, 22], [22, 85146, 85146, 85226, 85226, 85205, 85205, 22], [22, 85135, 85135, 22]]","[1, 2, 1, 1, 2, 1, 1]"
