Depot,Route
0,"[[22, 70650, 70664, 70670, 70650, 70664, 70670, 70838, 70812, 70812, 70838, 22], [22, 70662, 70662, 70835, 70830, 70835, 70830, 22]]"
1,"[[6, 70660, 70666, 70656, 70660, 70656, 70666, 70840, 70816, 70840, 70816, 6], [6, 70653, 70651, 70671, 70658, 70671, 70651, 70653, 70658, 70822, 70818, 70822, 70818, 6]]"
