Depot,Route
0,"[[22, 70651, 70653, 70658, 70671, 70671, 70651, 70653, 70658, 22], [22, 70822, 70822, 70670, 70670, 22], [22, 70656, 70660, 70660, 70656, 22], [22, 70662, 70666, 70666, 70662, 70830, 70835, 70838, 70840, 70840, 70838, 70830, 70835, 22], [22, 70664, 70664, 70818, 70816, 70812, 70818, 70816, 70812, 22]]"
1,"[[6, 70650, 70650, 6]]"
