Depot,Route
0,"[[22, 70666, 70666, 70835, 70822, 70822, 70835, 22]]"
1,"[[6, 70651, 70670, 70651, 70670, 6], [6, 70650, 70656, 70660, 70650, 70656, 70660, 6], [6, 70662, 70671, 70658, 70671, 70658, 70662, 70830, 70838, 70840, 70838, 70830, 70840, 6], [6, 70653, 70664, 70653, 70664, 70816, 70818, 70812, 70818, 70816, 70812, 6]]"
