Depot,Route,Vehicle
0,"[[6, 84891, 84891, 84910, 84910, 84914, 84941, 84914, 84941, 84964, 84964, 84970, 85029, 84970, 85029, 84982, 84982, 6], [6, 85065, 85062, 85086, 85062, 85067, 85094, 85086, 85067, 85065, 85125, 85125, 85094, 6], [6, 84973, 84973, 84967, 84967, 85015, 85015, 85076, 85076, 85099, 85099, 85027, 85027, 85108, 85108, 85164, 85132, 85141, 85141, 85132, 85164, 85177, 85215, 85177, 85245, 85245, 85215, 6], [6, 85248, 85248, 6], [6, 84916, 84916, 84936, 84936, 84924, 84924, 85009, 85009, 85022, 85022, 84993, 85078, 85078, 85082, 84993, 85113, 85130, 85130, 85082, 85183, 85113, 85127, 85127, 85183, 6], [6, 84884, 84896, 84896, 84917, 84917, 84884, 84927, 84927, 85008, 85033, 85033, 85008, 85031, 85031, 6], [6, 85016, 85016, 85077, 85079, 85079, 85077, 85151, 85133, 85133, 85151, 85205, 85205, 85196, 85196, 85241, 85209, 85209, 85241, 85247, 85252, 85247, 85252, 6], [6, 85198, 85198, 6], [6, 84886, 84886, 6], [6, 85211, 85211, 6], [6, 85203, 85203, 6], [6, 84893, 84885, 84885, 84915, 84915, 84893, 84984, 84984, 85037, 85037, 84997, 84997, 85074, 85074, 85080, 85080, 85119, 85119, 85173, 85173, 85000, 85000, 84857, 84857, 6], [6, 84898, 84898, 84935, 84935, 84983, 84932, 84932, 84983, 6], [6, 84989, 84980, 84980, 84989, 85072, 85072, 85098, 85098, 85090, 85090, 85051, 85051, 85157, 85101, 85101, 85207, 85207, 85157, 6], [6, 85050, 85050, 6], [6, 84921, 84903, 84904, 84904, 84903, 84920, 84907, 84907, 84920, 84921, 85013, 85013, 84937, 84937, 85115, 85146, 85146, 85115, 85193, 85193, 85167, 85201, 85167, 84990, 84990, 85201, 6], [6, 84966, 84966, 6], [6, 85249, 85249, 6], [6, 84890, 84890, 6], [6, 85134, 85134, 6], [6, 85147, 85171, 85171, 85144, 85144, 85147, 6], [6, 84992, 85069, 84992, 85064, 85064, 85061, 85061, 85069, 85204, 85204, 85210, 85210, 85163, 85163, 6], [6, 84888, 84888, 84925, 84979, 84925, 84956, 84956, 84979, 85038, 85038, 85088, 85088, 85083, 85083, 85106, 85165, 85106, 85145, 85165, 85145, 6], [6, 84974, 84974, 85121, 85121, 85200, 84987, 84987, 85226, 85226, 85200, 85238, 85238, 6], [6, 84968, 84968, 84929, 84929, 85096, 85155, 85155, 85096, 85182, 85139, 85182, 85139, 85202, 85202, 6], [6, 85206, 85206, 6], [6, 85251, 85251, 6], [6, 84996, 84996, 6]]","[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1]"
1,"[[22, 84887, 84889, 84889, 84887, 84959, 85020, 84959, 85020, 85058, 85058, 85063, 85063, 85032, 85084, 85084, 85032, 85142, 85066, 85066, 85142, 85197, 85197, 85135, 85135, 22], [22, 85017, 85017, 22], [22, 85021, 85021, 22]]","[2, 1, 1]"
