Depot,Route
0,"[[22, 70650, 70656, 70660, 70660, 70656, 70650, 70816, 70818, 70812, 70818, 70816, 70812, 22]]"
1,"[[6, 70651, 70671, 70670, 70671, 70651, 70670, 6], [6, 70662, 70666, 70666, 70662, 70835, 70838, 70830, 70840, 70838, 70840, 70835, 70830, 6], [6, 70664, 70658, 70653, 70653, 70658, 70664, 6], [6, 70822, 70822, 6]]"
