Depot,Route
0,"[[22, 70660, 70656, 70666, 70662, 70660, 70656, 70666, 70662, 70835, 70830, 70840, 70838, 70835, 70830, 70840, 70838, 22]]"
1,"[[6, 70670, 70651, 70671, 70671, 70651, 70670, 70818, 70816, 70812, 70818, 70816, 70812, 6], [6, 70658, 70664, 70653, 70650, 70650, 70653, 70658, 70664, 70822, 70822, 6]]"
