Depot,Route
0,"[[0, 95, 95, 0], [0, 51, 51, 65, 65, 67, 67, 0], [0, 42, 42, 0], [0, 102, 102, 55, 106, 106, 41, 55, 41, 0], [0, 59, 84, 11, 59, 11, 6, 84, 6, 0], [0, 24, 24, 0], [0, 27, 81, 81, 68, 63, 63, 27, 68, 0], [0, 29, 104, 54, 44, 83, 29, 44, 54, 83, 104, 0], [0, 10, 10, 0], [0, 19, 101, 61, 101, 61, 19, 0], [0, 76, 76, 0], [0, 52, 52, 40, 56, 94, 94, 56, 40, 0], [0, 47, 16, 47, 16, 0], [0, 100, 3, 69, 8, 8, 69, 3, 100, 89, 89, 0], [0, 38, 23, 38, 23, 14, 14, 0], [0, 39, 88, 37, 37, 70, 70, 39, 88, 0], [0, 82, 35, 35, 82, 20, 96, 15, 91, 91, 96, 80, 80, 20, 15, 0], [0, 36, 58, 33, 33, 4, 58, 4, 36, 0], [0, 49, 49, 66, 93, 66, 93, 0], [0, 7, 50, 50, 7, 85, 85, 0], [0, 30, 87, 87, 30, 0], [0, 72, 5, 77, 5, 77, 103, 103, 31, 72, 31, 0], [0, 22, 79, 25, 74, 98, 98, 22, 25, 74, 53, 53, 79, 0], [0, 17, 17, 105, 105, 73, 73, 0], [0, 71, 48, 48, 71, 90, 34, 34, 90, 0], [0, 21, 45, 45, 21, 0], [0, 99, 62, 99, 12, 2, 2, 62, 12, 0], [0, 28, 28, 0], [0, 75, 86, 86, 32, 32, 75, 1, 1, 0], [0, 26, 13, 60, 26, 60, 13, 0], [0, 18, 64, 18, 64, 0], [0, 9, 9, 0], [0, 97, 97, 0], [0, 57, 92, 57, 92, 46, 46, 78, 78, 0], [0, 43, 43, 0]]"
