Depot,Route,Vehicle
0,"[[6, 84891, 84891, 84898, 84898, 84935, 84935, 85037, 85037, 85083, 85063, 85063, 85083, 85106, 85106, 85121, 85121, 85173, 85173, 6], [6, 84914, 84914, 84979, 84970, 84970, 85031, 85031, 84979, 85086, 84993, 85086, 84993, 85094, 85094, 85202, 85000, 85000, 84857, 85202, 84857, 6], [6, 84924, 84932, 84932, 84964, 84924, 84989, 84989, 84964, 85016, 85058, 85058, 85016, 85090, 85090, 85134, 85134, 85133, 85133, 85164, 85164, 85211, 85215, 85200, 85200, 85211, 85215, 6], [6, 84886, 84887, 84887, 84886, 84929, 84929, 84974, 84974, 84959, 84959, 85021, 85021, 85072, 85027, 85072, 85108, 85027, 85108, 85139, 85157, 85139, 85193, 85193, 85157, 6], [6, 84893, 84888, 84893, 84888, 84910, 84910, 84941, 84941, 85008, 85008, 85038, 85065, 85065, 85098, 85098, 85038, 85080, 85080, 85171, 85165, 85165, 85209, 85209, 85171, 6], [6, 84889, 84903, 84903, 84889, 84915, 84915, 85015, 85050, 85015, 85050, 85084, 85084, 85096, 85096, 85062, 85062, 85145, 85145, 85141, 85141, 85163, 85206, 85163, 85206, 85238, 85238, 85241, 85241, 85252, 85247, 85251, 85247, 85252, 85251, 6], [6, 84890, 84885, 84885, 84890, 84916, 84956, 84916, 84956, 85032, 84983, 84983, 85032, 85082, 85082, 85132, 85177, 85155, 85132, 85177, 85155, 6], [6, 84973, 84973, 84982, 84982, 85033, 85033, 85077, 85077, 85051, 85078, 85078, 85151, 85051, 85151, 85207, 85204, 85204, 85207, 85226, 85226, 84987, 84987, 6], [6, 84904, 84904, 85069, 85069, 85088, 85088, 85125, 85076, 85076, 85125, 85127, 85127, 6], [6, 85198, 84990, 84990, 85198, 85248, 85248, 85249, 85249, 6], [6, 84884, 84884, 84927, 84927, 84992, 85022, 85013, 84992, 85022, 85013, 85079, 85079, 85167, 85167, 84996, 85201, 84996, 85201, 6], [6, 85099, 85099, 85210, 85210, 6], [6, 85130, 85130, 85245, 85245, 6]]","[1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1]"
1,"[[22, 84896, 84917, 84921, 84917, 84896, 84920, 84920, 84921, 84967, 84984, 84967, 84984, 22], [22, 84907, 85009, 84907, 85009, 84980, 85067, 84980, 85029, 85029, 85067, 85101, 85144, 85101, 85147, 85147, 85144, 85197, 85203, 85203, 85197, 85196, 85196, 22], [22, 84997, 84997, 84925, 84925, 84966, 84966, 85064, 85064, 85115, 85142, 85142, 85135, 85115, 85135, 22], [22, 85061, 85066, 85066, 85061, 22], [22, 84936, 84936, 84968, 85020, 84968, 85020, 85074, 85074, 85113, 85113, 85119, 85183, 85119, 85183, 85182, 85182, 85205, 85205, 22], [22, 84937, 85017, 85017, 84937, 85146, 85146, 22]]","[1, 1, 1, 1, 1, 1]"
