Depot,Route
0,"[[22, 70664, 70653, 70658, 70671, 70671, 70653, 70658, 70664, 70816, 70812, 70818, 70818, 70816, 70812, 22], [22, 70662, 70666, 70666, 70662, 70830, 70840, 70838, 70835, 70838, 70840, 70830, 70835, 22]]"
1,"[[6, 70660, 70656, 70650, 70656, 70660, 70650, 6], [6, 70651, 70670, 70651, 70670, 70822, 70822, 6]]"
