Depot,Route
0,"[[22, 70656, 70671, 70671, 70656, 22], [22, 70835, 70651, 70835, 70666, 70660, 70666, 70660, 70664, 70651, 70664, 70812, 70812, 22], [22, 70838, 70838, 70822, 70822, 70816, 70816, 22], [22, 70662, 70662, 70840, 70830, 70830, 70840, 22]]"
1,"[[6, 70650, 70653, 70658, 70670, 70650, 70658, 70653, 70670, 70818, 70818, 6]]"
