Depot,Route
0,"[[6, 84893, 84889, 84893, 84910, 84889, 84910, 84967, 84925, 84925, 84967, 85076, 85076, 85062, 85062, 6], [6, 84884, 84898, 84898, 84884, 84936, 84936, 84932, 84983, 84932, 84983, 85083, 85083, 85063, 85063, 85119, 85119, 85121, 85121, 85000, 85000, 85163, 85163, 6], [6, 84896, 84903, 84896, 84921, 84903, 84921, 84907, 84937, 84920, 84907, 84920, 84937, 85009, 85017, 85017, 84989, 84989, 85009, 85084, 85084, 85058, 85058, 85096, 85096, 85130, 85147, 85130, 85147, 85203, 85203, 85202, 84990, 85202, 84990, 85241, 85241, 85248, 85247, 85248, 85247, 6], [6, 84887, 84924, 84924, 84887, 85016, 85020, 85016, 85020, 84993, 85099, 85099, 84993, 85165, 85197, 85197, 85165, 6], [6, 84959, 84917, 84917, 84927, 84927, 84959, 84992, 85069, 84992, 85082, 85094, 85082, 85069, 85132, 85171, 85094, 85132, 85198, 85171, 85198, 85204, 85207, 85226, 85226, 85204, 85207, 6], [6, 84979, 84970, 84941, 84979, 84941, 85029, 85065, 84970, 85029, 85065, 85125, 85125, 85144, 85144, 85146, 85146, 85164, 85164, 85215, 85211, 85215, 85210, 85210, 85211, 6], [6, 84885, 84890, 84885, 84890, 6], [6, 84891, 84888, 84891, 84888, 6], [6, 84886, 84886, 84935, 84935, 84929, 84964, 85008, 84929, 85008, 84980, 84980, 84964, 85088, 85098, 85088, 85098, 85101, 85101, 85142, 85173, 85173, 85142, 6], [6, 84904, 84904, 85021, 84984, 84984, 85021, 85061, 85061, 85090, 85108, 85090, 85108, 85196, 85206, 85196, 85182, 85177, 85182, 85177, 85206, 6], [6, 84914, 84966, 84966, 84914, 84956, 84956, 85033, 85033, 85086, 85086, 85134, 85134, 85151, 85151, 85193, 85193, 85238, 85238, 85251, 85251, 85249, 85249, 6], [6, 84968, 84973, 84968, 84973, 85031, 85050, 85064, 85064, 85031, 85050, 6], [6, 84982, 84982, 84974, 85032, 84974, 85079, 85079, 85032, 85080, 85080, 85066, 85066, 6], [6, 84916, 84915, 84915, 84916, 85015, 85015, 85077, 85074, 85074, 85077, 85038, 85038, 85141, 85133, 85133, 85141, 85127, 85127, 85167, 85167, 6], [6, 85113, 85106, 85106, 85113, 85183, 85183, 85201, 84987, 84996, 85201, 84987, 84857, 84996, 84857, 6], [6, 85022, 85022, 85155, 85155, 85145, 85145, 6], [6, 85139, 85139, 85209, 85200, 85200, 85209, 85252, 85245, 85252, 85245, 6]]"
1,"[[22, 85027, 85072, 85027, 85115, 85067, 85072, 85067, 85135, 85135, 85115, 22], [22, 84997, 85037, 85037, 84997, 85013, 85013, 85051, 85078, 85051, 85078, 85157, 85157, 85205, 85205, 22]]"
