Depot,Route
0,"[[22, 70656, 70660, 70650, 70650, 70660, 70656, 22], [22, 70840, 70830, 70838, 70835, 70838, 70840, 70830, 70835, 22], [22, 70666, 70662, 70666, 70662, 22]]"
1,"[[6, 70658, 70653, 70671, 70671, 70653, 70658, 6], [6, 70670, 70651, 70664, 70651, 70664, 70670, 70822, 70822, 6], [6, 70818, 70812, 70816, 70818, 70812, 70816, 6]]"
