Depot,Route,Vehicle
0,"[[6, 84884, 84886, 84887, 84887, 84884, 84886, 6], [6, 84885, 84914, 84914, 84885, 84915, 84915, 85015, 85015, 84966, 84966, 85008, 85008, 85077, 85077, 85061, 85061, 85066, 85066, 85171, 85151, 85171, 85164, 85164, 85151, 6], [6, 84888, 84888, 84917, 84924, 84917, 84924, 85013, 85013, 84983, 84983, 85080, 85106, 85080, 85145, 85167, 85106, 85145, 85165, 85202, 85165, 85167, 84857, 84857, 85202, 6], [6, 84925, 84925, 84941, 84973, 84941, 84973, 85037, 85037, 84993, 84980, 84980, 84993, 85098, 85098, 85141, 85141, 85197, 85197, 85206, 85177, 85215, 85177, 85206, 85241, 85241, 85215, 6], [6, 84932, 84932, 84936, 84936, 85029, 85050, 85050, 85029, 85063, 85078, 85078, 85063, 85147, 85108, 85108, 85196, 85196, 85147, 85193, 85193, 85210, 85210, 85249, 85249, 85247, 85251, 85247, 85251, 6], [6, 84891, 84890, 84891, 84890, 84916, 84956, 84916, 84956, 84992, 85027, 85027, 84992, 85083, 85083, 85101, 85101, 85139, 85182, 85182, 85139, 6], [6, 84927, 84927, 84964, 84964, 85009, 85009, 85064, 85064, 85096, 85096, 85144, 85144, 85051, 85051, 85130, 85130, 85203, 85203, 85238, 85238, 85245, 85248, 85248, 85245, 6], [6, 84921, 84959, 84904, 84904, 84959, 84937, 84921, 84937, 85021, 84997, 84997, 85021, 85031, 85076, 85031, 85125, 85125, 85076, 6], [6, 84968, 85017, 85017, 84968, 84979, 84979, 85082, 85069, 85069, 85082, 85094, 85074, 85074, 85157, 85094, 85157, 85207, 85207, 6], [6, 84898, 84929, 84929, 84898, 84974, 84974, 84935, 84935, 85033, 85033, 85142, 85142, 85173, 85173, 85121, 85121, 84996, 85000, 84987, 84996, 85000, 84987, 6], [6, 85016, 85016, 85032, 85062, 85032, 85079, 85062, 85079, 85113, 85086, 85133, 85086, 85133, 85113, 85200, 85200, 85209, 85211, 85211, 85209, 85252, 85252, 6], [6, 84893, 84889, 84893, 84889, 85134, 85099, 85099, 85134, 6], [6, 85020, 84970, 84970, 85065, 85065, 85020, 85090, 85090, 85072, 85072, 85135, 85135, 85132, 85198, 85132, 85198, 85163, 85163, 84990, 84990, 6], [6, 85038, 85038, 85084, 85155, 85084, 85155, 85127, 85201, 85127, 85201, 6], [6, 85088, 85088, 85204, 85183, 85204, 85183, 6]]","[2, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1]"
1,"[[22, 84896, 84903, 84896, 84903, 84989, 84989, 85022, 84982, 84982, 85058, 85067, 85058, 85022, 85115, 85067, 85119, 85119, 85115, 85146, 85205, 85146, 85226, 85226, 85205, 22], [22, 84907, 84920, 84907, 84920, 84910, 84984, 84967, 84910, 84984, 84967, 22]]","[1, 1]"
