0.000000000000000000e+00,1.647614900000000125e+04,6.796260000000000218e+03,6.800783000000000357e+03,6.800783000000000357e+03,6.796260000000000218e+03,6.800783000000000357e+03,6.796260000000000218e+03,6.800783000000000357e+03,6.800783000000000357e+03,6.796260000000000218e+03,6.800783000000000357e+03,6.800783000000000357e+03,2.503534500000000116e+04,2.503534500000000116e+04,2.503534500000000116e+04,2.503534500000000116e+04,2.247505000000000109e+03,2.247505000000000109e+03,2.247505000000000109e+03,2.247505000000000109e+03,1.496303199999999924e+04,1.072885399999999936e+04,1.710129699999999866e+04,1.610057799999999952e+04,1.928426299999999901e+04,1.510414099999999962e+04,3.510442000000000007e+03,2.399638200000000143e+04,4.138742000000000189e+03,3.438058600000000297e+04,8.679566999999999098e+03,3.639045999999999822e+03,6.197787000000000262e+03,1.469106400000000031e+04,3.021445000000000073e+04,9.546467000000000553e+03,1.448719599999999991e+04,4.167560999999999694e+03,8.541251000000000204e+03
1.647614900000000125e+04,0.000000000000000000e+00,1.013965300000000025e+04,1.013028900000000067e+04,1.013028900000000067e+04,1.013965300000000025e+04,1.013028900000000067e+04,1.013965300000000025e+04,1.013028900000000067e+04,1.013028900000000067e+04,1.013965300000000025e+04,1.013028900000000067e+04,1.013028900000000067e+04,1.444603100000000086e+04,1.444603100000000086e+04,1.444603100000000086e+04,1.444603100000000086e+04,1.473768399999999929e+04,1.473768399999999929e+04,1.473768399999999929e+04,1.473768399999999929e+04,7.751067000000000007e+03,7.891796999999999571e+03,6.734068000000000211e+03,2.140084899999999834e+04,8.906693999999999505e+03,1.229951100000000042e+04,1.851051399999999921e+04,1.413227499999999964e+04,1.567187299999999959e+04,2.704661200000000099e+04,8.202271000000000640e+03,1.346220800000000054e+04,1.030555700000000070e+04,5.982911000000000058e+03,1.544736599999999999e+04,8.608891999999999825e+03,2.087255000000000109e+03,1.276090600000000086e+04,1.189720999999999913e+04
6.796260000000000218e+03,1.013965300000000025e+04,0.000000000000000000e+00,1.251999999999999957e+01,1.251999999999999957e+01,0.000000000000000000e+00,1.251999999999999957e+01,0.000000000000000000e+00,1.251999999999999957e+01,1.251999999999999957e+01,0.000000000000000000e+00,1.251999999999999957e+01,1.251999999999999957e+01,2.128019800000000032e+04,2.128019800000000032e+04,2.128019800000000032e+04,2.128019800000000032e+04,5.738801000000000386e+03,5.738801000000000386e+03,5.738801000000000386e+03,5.738801000000000386e+03,8.418023999999999432e+03,7.026534999999999854e+03,1.261467000000000007e+04,1.467796800000000076e+04,1.513210800000000017e+04,9.751156000000000859e+03,8.378667999999999665e+03,2.046017499999999927e+04,5.588787000000000262e+03,3.231425400000000081e+04,4.239315999999999804e+03,3.380525000000000091e+03,1.499178000000000111e+03,1.018329600000000028e+04,2.492193899999999849e+04,2.925521999999999935e+03,8.064974000000000160e+03,2.708853999999999814e+03,4.017800999999999931e+03
6.800783000000000357e+03,1.013028900000000067e+04,1.251999999999999957e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.251999999999999957e+01,0.000000000000000000e+00,1.251999999999999957e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.251999999999999957e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.126772699999999895e+04,2.126772699999999895e+04,2.126772699999999895e+04,2.126772699999999895e+04,5.739438000000000102e+03,5.739438000000000102e+03,5.739438000000000102e+03,5.739438000000000102e+03,8.418000000000000000e+03,7.014180999999999585e+03,1.260231799999999930e+04,1.468970099999999911e+04,1.511967900000000009e+04,9.757025999999999840e+03,8.387540999999999258e+03,2.044766600000000108e+04,5.599476999999999862e+03,3.230189099999999962e+04,4.226984000000000378e+03,3.387929999999999836e+03,1.491261999999999944e+03,1.017087800000000061e+04,2.491062500000000000e+04,2.926130000000000109e+03,8.055823000000000320e+03,2.715510999999999967e+03,4.028384000000000015e+03
6.800783000000000357e+03,1.013028900000000067e+04,1.251999999999999957e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.251999999999999957e+01,0.000000000000000000e+00,1.251999999999999957e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.251999999999999957e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.126772699999999895e+04,2.126772699999999895e+04,2.126772699999999895e+04,2.126772699999999895e+04,5.739438000000000102e+03,5.739438000000000102e+03,5.739438000000000102e+03,5.739438000000000102e+03,8.418000000000000000e+03,7.014180999999999585e+03,1.260231799999999930e+04,1.468970099999999911e+04,1.511967900000000009e+04,9.757025999999999840e+03,8.387540999999999258e+03,2.044766600000000108e+04,5.599476999999999862e+03,3.230189099999999962e+04,4.226984000000000378e+03,3.387929999999999836e+03,1.491261999999999944e+03,1.017087800000000061e+04,2.491062500000000000e+04,2.926130000000000109e+03,8.055823000000000320e+03,2.715510999999999967e+03,4.028384000000000015e+03
6.796260000000000218e+03,1.013965300000000025e+04,0.000000000000000000e+00,1.251999999999999957e+01,1.251999999999999957e+01,0.000000000000000000e+00,1.251999999999999957e+01,0.000000000000000000e+00,1.251999999999999957e+01,1.251999999999999957e+01,0.000000000000000000e+00,1.251999999999999957e+01,1.251999999999999957e+01,2.128019800000000032e+04,2.128019800000000032e+04,2.128019800000000032e+04,2.128019800000000032e+04,5.738801000000000386e+03,5.738801000000000386e+03,5.738801000000000386e+03,5.738801000000000386e+03,8.418023999999999432e+03,7.026534999999999854e+03,1.261467000000000007e+04,1.467796800000000076e+04,1.513210800000000017e+04,9.751156000000000859e+03,8.378667999999999665e+03,2.046017499999999927e+04,5.588787000000000262e+03,3.231425400000000081e+04,4.239315999999999804e+03,3.380525000000000091e+03,1.499178000000000111e+03,1.018329600000000028e+04,2.492193899999999849e+04,2.925521999999999935e+03,8.064974000000000160e+03,2.708853999999999814e+03,4.017800999999999931e+03
6.800783000000000357e+03,1.013028900000000067e+04,1.251999999999999957e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.251999999999999957e+01,0.000000000000000000e+00,1.251999999999999957e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.251999999999999957e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.126772699999999895e+04,2.126772699999999895e+04,2.126772699999999895e+04,2.126772699999999895e+04,5.739438000000000102e+03,5.739438000000000102e+03,5.739438000000000102e+03,5.739438000000000102e+03,8.418000000000000000e+03,7.014180999999999585e+03,1.260231799999999930e+04,1.468970099999999911e+04,1.511967900000000009e+04,9.757025999999999840e+03,8.387540999999999258e+03,2.044766600000000108e+04,5.599476999999999862e+03,3.230189099999999962e+04,4.226984000000000378e+03,3.387929999999999836e+03,1.491261999999999944e+03,1.017087800000000061e+04,2.491062500000000000e+04,2.926130000000000109e+03,8.055823000000000320e+03,2.715510999999999967e+03,4.028384000000000015e+03
6.796260000000000218e+03,1.013965300000000025e+04,0.000000000000000000e+00,1.251999999999999957e+01,1.251999999999999957e+01,0.000000000000000000e+00,1.251999999999999957e+01,0.000000000000000000e+00,1.251999999999999957e+01,1.251999999999999957e+01,0.000000000000000000e+00,1.251999999999999957e+01,1.251999999999999957e+01,2.128019800000000032e+04,2.128019800000000032e+04,2.128019800000000032e+04,2.128019800000000032e+04,5.738801000000000386e+03,5.738801000000000386e+03,5.738801000000000386e+03,5.738801000000000386e+03,8.418023999999999432e+03,7.026534999999999854e+03,1.261467000000000007e+04,1.467796800000000076e+04,1.513210800000000017e+04,9.751156000000000859e+03,8.378667999999999665e+03,2.046017499999999927e+04,5.588787000000000262e+03,3.231425400000000081e+04,4.239315999999999804e+03,3.380525000000000091e+03,1.499178000000000111e+03,1.018329600000000028e+04,2.492193899999999849e+04,2.925521999999999935e+03,8.064974000000000160e+03,2.708853999999999814e+03,4.017800999999999931e+03
6.800783000000000357e+03,1.013028900000000067e+04,1.251999999999999957e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.251999999999999957e+01,0.000000000000000000e+00,1.251999999999999957e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.251999999999999957e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.126772699999999895e+04,2.126772699999999895e+04,2.126772699999999895e+04,2.126772699999999895e+04,5.739438000000000102e+03,5.739438000000000102e+03,5.739438000000000102e+03,5.739438000000000102e+03,8.418000000000000000e+03,7.014180999999999585e+03,1.260231799999999930e+04,1.468970099999999911e+04,1.511967900000000009e+04,9.757025999999999840e+03,8.387540999999999258e+03,2.044766600000000108e+04,5.599476999999999862e+03,3.230189099999999962e+04,4.226984000000000378e+03,3.387929999999999836e+03,1.491261999999999944e+03,1.017087800000000061e+04,2.491062500000000000e+04,2.926130000000000109e+03,8.055823000000000320e+03,2.715510999999999967e+03,4.028384000000000015e+03
6.800783000000000357e+03,1.013028900000000067e+04,1.251999999999999957e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.251999999999999957e+01,0.000000000000000000e+00,1.251999999999999957e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.251999999999999957e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.126772699999999895e+04,2.126772699999999895e+04,2.126772699999999895e+04,2.126772699999999895e+04,5.739438000000000102e+03,5.739438000000000102e+03,5.739438000000000102e+03,5.739438000000000102e+03,8.418000000000000000e+03,7.014180999999999585e+03,1.260231799999999930e+04,1.468970099999999911e+04,1.511967900000000009e+04,9.757025999999999840e+03,8.387540999999999258e+03,2.044766600000000108e+04,5.599476999999999862e+03,3.230189099999999962e+04,4.226984000000000378e+03,3.387929999999999836e+03,1.491261999999999944e+03,1.017087800000000061e+04,2.491062500000000000e+04,2.926130000000000109e+03,8.055823000000000320e+03,2.715510999999999967e+03,4.028384000000000015e+03
